lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
ns	grith-	n	to attend to, tend, care, care for, mind				GL/42.4701	0.8.12.1
s	groga-	vb	to feel terror				WJ/415.2208	
n	Grond	proper-name	Hammer of the Underworld				Ety/RUD.015	
s	Grond	proper-name	Hammer of the Underworld				LBI/Grond.001	
s	gronn	adj	weighty, ponderous					
s	grond	adj	weighty, ponderous				PE17/099.0602	
n	grond	n	club				Ety/RUD.012	
n	roth	n	cave, tunnel		1			
n	groth	n	cave, tunnel				EtyAC/ROT.008	
s	grod	n	large excavation, delving, underground dwelling					
s	groth	n	large excavation, delving, underground dwelling				PE17/049.3108	
n	gruin	adj	ruddy				Ety/ROY².010	
s	gruitha-	vb	to terrify				WJ/415.2301	
ns	gu	prep	(together) with	!		Vyacheslav Stepanov		0.8.02
n	Guilin	masc-name					LRI/Guilin.001	
s	Guilin	masc-name					SI/Guilin.001	
ns	guir¹	adj	slow	!		Elaran		0.8.04.3
ns	guir²	n	she-wolf	!	1	Elaran		0.8.10.23.1
n	gûl	n	magic				Ety/ÑGOL.037	
s	gûl	n	black arts, sorcery, (evil) knowledge				MR/350.1906	
n	durgul	n	sorcery		1		EtyAC/ÑGOL.090	
s	guldur	n	black arts, sorcery				PE17/125.2611	
n	Gumlin	masc-name					LBI/Gumlin.001-1	
n	Gundor	masc-name					LRI/Gundor.001	
s	Gundor	masc-name					SI/Gundor.001	
ns	gûr	n	wolf	!	1	Elaran		0.8.10.23.1
s	gûr	n	heart (inner mind)				VT41/11.2106	
s	guren bêd enni	phrase	my heart tells me				VT41/11.2501	
n	Gurfannor	masc-name	Lord of Death-cloud				Ety/ÑGUR.019	
s	gurgof	n	traitor				PE22/155.2705	
n	gurth	n	*death					
n	guruth	n	death		1		Ety/ÑGUR.009	
s	gurth	n	death				SA/gurth.001	
n	Gurtholf	proper-name	Wand of Death				Ety/GÓLOB.009	
s	Gurthang	proper-name	Iron of Death				S/210.1903	
s	gurth an Glamhoth	phrase	Death to the din-horde				UT/039.1200	
n	gurth i Morthu	phrase	*death (of) ?Sauron				RS/186.10025	
n	guru	n	death (abstract)				Ety/ÑGUR.006	
s	guru	n	death				PE17/087.1010	
n	guruthos	n	fear of death				EtyAC/GOS.078	
s	guruthos	n	dread of death, death-horror, shadow of death				LotR/0729.4005	
ns	gwa	adv	away			Paul Strack		0.8.12.1
n	gwa-²	pref	*away	#			EtyAC/KHAYA.016-1	
s	gwa-²	pref	*away	#			PM/186.1504-0	
ns	gwabeth	n	sentence, phrase	!		Fiona Jallings		0.6.9
ns	gwachon	n	(sworn) brother, associate	!	1	Elaran		0.8.04.3
n	gwador	n	(sworn) brother, associate				Ety/TOR.025	
ns	gwachonas	n	union, association, fellowship, society	!	1	Elaran		0.8.04.3
ns	gwadoras	n	union, association, fellowship, society	!		Paul Strack	GL/36.8601	0.6.8
n	gwaew	n	wind				Ety/WĀ.010	
s	gwae	n	wind				NM/237.2312	
s	gwae-	vb	to go, depart	#			PE17/148.2707	
n	gwaeda-	vb	to enfold				EtyAC/WAY.022	
n	gwaedh	n	bond, troth, compact, oath				Ety/WED.034	
ns	gwaef	n	wrap, binding	!		Hialmr		0.6.9
s	gwael	n	?wind		1		WJ/418.2307	
ns	gwael	n	sheath, case, cover; pod	^		Paul Strack	PE13/138.1001	0.6.5
s	gwaelod	n	wind feather				PE23/142.3608	
ns	gwaelphilin	n	quiver, (lit.) case of arrows	!			GL/34.8001	0.6.5
s	gwaen	adj	stained	#			S/210.0503-2	
s	gwaeren	adj	windy	|			VT42/15.2405	
ns	gwaeren	adj	windy				VT42/15.2405	0.6.5
n	Gwaeron	n	March, *Windy-one				PM/135.4106	
s	Gwaeron	n	March, *Windy-one				LBI/Gwaeron.001	
s	gwaew	n	storm; blow				NM/237.2407	
n	gwahae	adj	*far away				EtyAC/KHAYA.016	
s	gwahae	adj	*far away	#			PM/186.1504-1	
s	Gwahaedir	proper-name	?Far Watcher				PM/186.1504	
n	Gwaewar	masc-name	Windlord				LR/301.1709	
n	Gwaihir	masc-name	Windlord				SD/045.1603	
s	Gwaihir	masc-name	Windlord				LotR/0261.3302	
n	gwîn¹	adj	young		1		EtyAC/GWIN.012	
s	gwein	adj	young		1			
s	gwain¹	adj	young, *new	#			PE17/191.1207	
s	gwân	adj	pale, fair	|	1		PE17/165.3001	
s	gwain²	adj	blonde				PE17/150.1501	
n	gweith	n	manhood; man-power, troop of able bodied men, host, regiment		1		Ety/WEG.121	
s	gwaith	n	people; region				Let/224.1211-2	
s	Gwaith-i-Mírdain	proper-name	People of the Jewel Smiths				S/286.2408	
ns	gwalir	n	rhyme, rime (the two actual rhyming words), rhyming poem				GL/46.7001	0.6.5
ns	gwall	adj	excited	!		Aleksandr Zapragajev		0.6.9
s	gwana	n adj	fair	-			PE17/140.3219	
n	gwanath	n	death (act of dying)				Ety/WAN.045	
n	goren	adj	dead (of elves)	-	1		EtyAC/ÑGUR.056	
n	gwann	adj	departed, dead				Ety/WAN.047	
n	gwanna-	vb	to depart, die				Ety/WAN.073	
n	gwanod	n	tale, number				Ety/NOT.029	
s	gwanunig	n	twin					
s	gwanon	n	twin				LotR/1054.3914	
ns	gwanos	n	family, birth, heredity, *lineage				GG/08.2701	0.6.8
n	gwanw	n	death (act of dying)		1		Ety/WAN.042	
ns	gwanu	n	death (act of dying)	^			Ety/WAN.042	0.6.5
n	gwanur	n	kinsman, kinswoman				Ety/NŌ.035	
ns	gwanuren	adj	of same kindred, akin	!			GL/41.5901	0.6.7
ns	gwanwas	n	the past, past days, olden times	!		Elaran	PE13/142.2305	0.6.8
s	Gwenedhel	proper-name					PE17/140.2402	
s	Gwanwen	proper-name	Departed				WJ/378.39055	
s	gwanwen	adj	departed				WJ/378.3906	
ns	gwar-	vb	to yield, give way, surrender	!		Ellanto		0.8.09.1
ns	gwaren	n	[nuclear] family				GL/44.5401	0.6.5
n	gwarth	n	betrayer				Ety/WAR.020	
n	gwass	n	stain				Ety/WAƷ.050	
n	gwastar	n	hummock				Ety/STAR.016	
n	gwath¹	n	shade				Ety/DYEL.034-3	
s	gwath	n	shadow, dim light				PE17/041.1104	
n	gwath²	n	stain				Ety/WAƷ.033	
n	gwatha-	vb	to soil, stain				Ety/WAƷ.022	
n	gwathel	n	[sworn] sister, associate [f.]				Ety/THEL.014	
s	Gwathir	place-name	River of Shadow	†			UT/176.3901	
n	Gwathlo	place-name	Greyflood				TI/304.3211	
s	Gwathló	place-name	Greyflood				LotRI/Greyflood.002	
s	gwathra-	vb	to overshadow, dim, veil, obscure				VT42/09.4109	
s	gwathren	adj	shadowy, dim				VT42/09.4203	
s	gwathui	adj	*shadowy, of shadow	#			PM/330.2808-1	
s	Gwathuirim	collective-name	Dunlendings				PM/330.2808	
n	gwaun	n	goose				Ety/WA-N.010	
n	gwaur	adj	soiled, dirty				Ety/WAƷ.010	
ns	gwe	pron	we (inclusive)	!		Fiona Jallings, FJNS		0.7.0
n	gwe	n	man, warrior		1		PE21/01.3713	
s	gwê	n	living creature				PE17/189.3601	
n	gwedh	n	bond				Ety/WED.008	
n	gwedh-	vb	to bind	#			Ety/WED.012	
ns	gwedhen	adj	oath-bound, allied	!			GL/34.5501	0.6.5
ns	gwedhron	n	ally, one bound by oath	!			GL/34.4801	0.6.5
ns	gwef	n	louse				GL/45.0701	0.6.5
ns	gwel-	vb	to boil, bubble				GL/44.9201	0.6.5
ns	gwelch	n	bubble	^			GL/44.9001	0.6.5
ns	gweleb	adj	cool, fresh (esp. of water)				GL/44.9101	0.6.5
ns	gweleth	n	boil, bubble				GL/44.8901	0.6.5
ns	gwelf	n	aircraft [general term]	!		Ellanto		0.8.10.1
ns	gweltha-	vb	to squeeze, press				GL/45.0201	0.6.5
n	gwelw	n	air (as a substance)		1		Ety/WIL.026	
ns	gwelu	n	air (as a substance)	^			Ety/WIL.026	0.6.5
n	gwelwen	n	air, lower air		1		Ety/WIL.030	
ns	gwem	n	worm				GL/45.0401	0.8.03
ns	gwemmel	n	weevil	^			GL/45.0501	0.6.5
ns	gwen	pron	us (inclusive)	!		Fiona Jallings, FJNS		0.7.0
n	gwenn	n	maiden				Ety/WEN.009	
s	gwend	n	maiden				PE17/191.0509	
n	gwend	n	bond, friendship				Ety/WEN.056	
ns	gwendod	n	elder tree; elderberry, *(lit.) maiden berry	^			GL/45.9201	0.6.5
ns	gwendren	adj	maidenly, girlish	!			GL/45.2101	0.7.1
n	gweneth	n	virginity				Ety/WEN.045	
s	gweneth	n	maidenhood				PE17/191.0511	
s	gwenneth	n	maiden				PE23/136.3409	
ns	gwenwi	n	past, past tense	!		Sami Paldanius		0.6.9
n	gweria-	vb	to betray				Ety/WAR.018	
ns	gwesg	adv adj	weakly, *weak				PE13/146.8401	0.8.04
n	gwest	n	oath				Ety/WED.051	
n	gwesta-	vb	to swear				Ety/WED.053	
ns	gwesta-	vb	to witness	!		Parmandil		0.8.10
s	gweth-	vb	*to report	#			PM/395.1811-2	
ns	gwí	adv	just, just now, only just, already	^		Röandil	GL/42.8901	0.8.03
n	gwî	n	net, web		1		Ety/WEY.030	
ns	gwîb	n	penis	^			PE13/146.8601	0.6.8
ns	gwidhren	adj	adolescent, pre-adult	!		Paul Strack	GL/49.1901	0.6.5
ns	gwil-	vb	to fly, ⚠️sail, float			Fiona Jallings, FJNS	GL/23.0602	0.6.9
ns	gwilchair	n	airplane	!		Luinyelle		0.8.10.1
n	gwilith	n	air (as a region)				Ety/WIL.043	
ns	gwiltha-	vb	to air, expose to air	^			GL/45.6401	0.6.5
ns	gwilwa-	vb	to flutter, flit	!			GL/23.0501	0.6.8
n	gwilwileth	n	butterfly				Ety/WIL.064	
ns	gwilwist	n	weather	!		Elaran		0.7.1
ns	gwimmaf	n	whale, (lit.) sheep of the waves	!			GL/74.5201	0.8.04.2
ns	gwîn	pron	our (inclusive)	!		Fiona Jallings, FJNS		0.7.0
s	gwîn	n	youth				PE17/191.1212	
n	gwîn²	n	evening	-	1		Ety/WIN.021	
n	glinn²	n	(pale) blue	-	1		Ety/GLINDI.006	
n	gwind	n	pale blue	-	1		Ety/WIN.014	
n	Gwindor	masc-name					LBI/Flinding.020	
s	Gwindor	masc-name					SI/Gwindor.001	
ns	gwineb	adj	youthful	!			GL/37.6601	0.6.8
n	gwing	n	spindrift, flying spray				Ety/WIG.022	
s	gwing	n	foam, spindrift				PM/376.2102	
ns	gwingil	n	mermaid, (lit.) foam maiden				GL/46.0101	0.6.5
n	Gwingloth	proper-name	Foam-flower				Ety/LOT(H).038	
s	Gwingloth	proper-name	Foam-flower				PM/370.1301	
s	gwinig	n	little-one, baby				VT48/06.1201	
s	Gwinion	place-name	Young-land				PE17/054.2901	
n	gwinna-	vb	to fade	-	1		Ety/WIN.042	
n	Gwîr	fem-name	Weaver				Ety/WEY.028	
ns	gwer-	vb	to weave, wind, spin, twist	!	1	Fiona Jallings		0.6.9
ns	gwir-	vb	to weave	^		Paul Strack	GL/46.3501	0.6.5
ns	gwirfin	n	braid, pigtail, (lit.) woven-tress	!			GL/26.1401	0.6.5
ns	gwiril	n	spindle				GL/29.0201	0.6.5
n	Gwirith	n	April, *Freshness				PM/135.3604	
s	Gwirith	n	April, *Freshness				AotM/062.5903	
ns	gwirthar	n	shuttle, (lit.) weave-across	!			GL/46.6101	0.6.5
ns	gwist	n	change	!				0.6.5
ns	gwista-	vb	to change, alter, vary	!				0.6.5
ns	gwistanneth	n	alteration, variation	!				0.6.8
ns	gwistol	adj	changing, varying, variable	!			GL/24.1901	0.6.8
n	ui²	n	envelope		1		Ety/GEY.035	
ns	gwoe	n	envelope	^			Ety/GEY.035	0.8.10
ns	gythra-	vb	to germinate, be conceived	^			GL/39.0701	0.6.5
ns	gythren	adj	embryonic	^			GL/39.0601	0.6.5
ns	gýda-	vb	to impregnate, make pregnant	!			GL/37.3401	0.6.5
ns	gŷl	adj	fecund; conceiving, having conceived, just pregnant	^			GL/39.0301	0.6.5
ns	gŷth	n	germ, foetus, embryon	^			GL/39.0101	0.6.5
n	hab-	vb	to clothe				Ety/KHAP.004	
n	habad	n	shoe				Ety/SKYAP.011	
ns	hach	n	the hams, buttocks	^			GL/47.6001	0.6.5
n	had-	vb	to hurl				Ety/KHAT.004	
ns	hadang	n	javelin, (lit.) hurling iron				GL/48.1301	0.6.5
n	hadh-	vb	sit	-			EtyAC/KHAM.058	
n	haf-	vb	to sit		1		EtyAC/KHAM.009	
ns	hadh-	vb	to sit				EtyAC/KHAM.009	0.6.5
n	hâdh	n	*cleaver	†			Ety/SYAD.040	
n	Hadhafang	proper-name	Throng-cleaver				Ety/STAG.029	
s	cadhad	n	dwarf		1		PE17/045.3502	
s	Hadhod	n	Dwarf				SA/hadhod.001	
s	Nornhabar	place-name	Dwarrowdelf				PE17/035.1706	
s	Hadhodrond	place-name	Dwarrowdelf, (lit.) Dwarrowvault				S/091.3106	
n	ham	n	?chair					
n	hand	n	seat	-?	1		EtyAC/KHAM.067	
n	hanw	n	?chair		1		EtyAC/KHAM.015	
s	hadhu	n	seat				PE22/148.0606	
s	hadhma-	vb	to seat					
s	hadhwa-	vb	to seat				PE22/148.1002	
n	haglath	n	sling		1		Ety/KHAT.019	
ns	hadlath	n	sling	^			Ety/KHAT.019	0.6.5
n	Hador	masc-name	Thrower				Ety/KHAT.017	
s	Hador	masc-name	Warrior				LBI/Hador.001	
n	hador	n	thrower (of spears and darts)				Ety/KHAT.008	
n	hadron	n	thrower (of spears and darts)				Ety/KHAT.010	
n	haen	adv	*far		1			
n	hoe	adv	*far		1			
n	hae	adv	*far				EtyAC/KHAYA.013	
s	hae	adv	far, very far away				PE17/025.2104	
ns	haeda-	vb	to remove, (lit.) make distant	!		Elaran		0.8.01
s	haedh	n	fenced enclosure				PE19/091.1804	
ns	haena-	vb	to leave, depart, (lit.) be(come) distant	!		Elaran		0.8.08
s	haer	adj	remote				PE17/025.2108	
s	Haerast	place-name	Far Shore				PE17/027.1803	
s	haered	n	remoteness, (remote) distance				LotR/0238.0602	
s	Haeren	place-name	?Remote Lands				AotLotR/203.0000	
s	haeron	adj	*distant				PM/273.3503	
n	haew	n	custom, habit				Ety/KHIM.031	
n	heir	adj	left (hand)		1		Ety/KHYAR.015	
ns	hair	adj	left (hand)	^			Ety/KHYAR.015	0.6.5
n	hal-	vb	to lift	#			EtyAC/KHAL².007	
n	hâl	n	fish				EtyAC/KHAL¹.045	
n	Halbarad	masc-name					WRI/Halbarad.001	
s	Halbarad	masc-name					LotRI/Halbarad.001	
n	Haldir	masc-name	Hidden Hero				Ety/DER.048	
n	Halldir	masc-name					TI/262.0106	
s	Haldir	masc-name					LotRI/Haldir.001	
n	haldir	n	fur-hunter	-			EtyAC/SKEL.034	
s	Halethrim	proper-name	People of Haleth				UTI/Halethrim.001	
n	half	n	seashell				Ety/SYAL.011	
n	hall¹	adj	veiled, hidden, shadowed, shady				Ety/SKAL¹.030	
n	hall²	adj	exalted, high				Ety/KHAL².011	
s	Hallas	masc-name					LotRI/Hallas.001	
ns	hallas	n	height	!		Fiona Jallings		0.6.9
s	Hallonnas	place-name	South-harbourage	#			PE17/028.3509	
n	haltha-	vb	to screen				Ety/SKAL¹.031	
n	hamma-	vb	to clothe				Ety/KHAP.008	
n	hammad	n	clothing				Ety/KHAP.010	
ns	hammen	adj	clothed, clad	!			PE13/138.0801	0.6.8
n	hamp	n	garment				Ety/KHAP.006	
s	hawn	n	brother	†			VT47/14.2706	
s	honig	n	brother (diminutive)					
s	honeg	n	brother (diminutive)				VT47/14.2808	
s	hanar	n	brother				VT47/14.2801	
s	hand	n	[unglossed]				PE23/138.3404	
n	hann	adj	intelligent		1		Ety/BOR.068-1	
ns	hand	adj	intelligent	^			Ety/BOR.068-1	0.6.5
n	handos	n	*understanding, intelligence		1			
n	hannas	n	understanding, intelligence				Ety/BOR.068	
ns	hannen	adj	seated	!			GL/47.6101	0.6.5
ns	hant	n	throw, cast; turn or move in games				GL/48.1501	0.6.5
n	Harad	place-name	The South				SDI1/Harad.001	
s	Harad	place-name	The South				LotRI/Harad.001	
n	harad	n	south				Ety/KHYAR.022	
s	harad	n	south				LotR/1115.0603	
n	haradren	adj	southern				Ety/KHYAR.024	
n	Haradhoth	collective-name	People of Harad				WR/365.1407	
s	Haradrim	collective-name	Southrons, (lit.) People of the Harad				Let/178.2504	
n	Haradwaith	proper-name	Sutherland; Men of the South				SDI1/Haradwaith.001	
s	Haradwaith	proper-name	South-folk, the Harad				LotRI/Harad.003	
s	Harathrad	place-name	South Ford				WJ/335.1606	
ns	Harchalad	n	aurora, (lit.) southern radiance	!		Röandil, Gilruin		0.8.02
ns	hardûn	n	southwest	!		Röandil		0.8.09.1
ns	hardúnen	adj	southwestern	!		Röandil		0.8.09.1
n	Harfalas	place-name					TI/124.1710	
s	Harfalas	place-name	South Falas				WJ/187.0104	
n	harfen	n	*south-region		1		EtyAC/KHYAR.008	
n	Harlindon	place-name					TII/Lindon.008	
s	Harlindon	place-name	Lindon south of the Gulf of Lune				PMI/Harlindon.001	
n	Harlorn	place-name	South Haven				TI/301.3106	
n	Lonnath-Ernin	place-name					WR/370.1809	
s	Harlond	place-name	South Haven				LotRI/Harlond.001	
n	harn¹	adj	southern				Ety/KHYAR.025	
s	harn	adj	southern, south				PE17/018.3810	
n	harn²	adj	wounded				Ety/SKAR.016	
n	harn³	n	helmet		1		EtyAC/KHAR.005	
n	harna-	vb	to wound				Ety/SKAR.017	
n	har na ond i mid	phrase	stand by the grey stone				AotH/056.0100	
ns	harnas	n	harm, damage	!		Vyacheslav Stepanov		0.8.04
n	Harnen	place-name	*South Water				TII/Harnen.001	
s	Harnen	place-name	*South Water				LotRI/Harnen.001	
s	Harondor	place-name	Southern Gondor				RC/lxiii.1208	
ns	harrûn	n	southeast	!		Röandil		0.8.09.1
ns	harrúnen	adj	southeast	!		Röandil		0.8.09.1
n	hartha-	vb	to hope	#			SD/062.3201-1	
n	harthad	n	hope				SD/062.3201	
n	harw	n	wound		1		Ety/SKAR.007	
ns	haru	n	wound	^			Ety/SKAR.007	0.6.5
n	hargam	adj	left-handed				Ety/KHYAR.018	
s	harf	n	left hand					
s	harvo	n	left hand, left side				PE23/136.3416	
n	harwed	adj	left-handed	†	1		EtyAC/KHYAR.006	
n	hast	n	axe-stroke				Ety/SYAD.053	
n	hasta-	vb	to hack through				Ety/SYAD.049	
n	Hathaldir	masc-name					LRI/Hathaldir.001	
s	Hathaldir	masc-name					LBI/Hathaldir.001	
n	hathel	n	broadsword-blade, axe-blade				Ety/SYAD.066	
s	Hathol	masc-name	The Axe				SI/Hathol.001	
s	hathol	n	axe				WJ/234.1105-1	
s	Hatholdir	masc-name	*Axe-man				UTI/Hatholdir.001	
n	haedh	n	heap, ‘piled mound’		1			
n	haudh	n	grave, tomb; (piled) mound, heap				Ety/KHAG.008	
s	haudh	n	(funeral) mound, grave; heap, piled mound				LotR/1054.3912	
ns	hauda-	vb	to cover up, hide away, lay in store, hoard, save, record; to bury	!	1	Elaran		0.6.9
ns	haudha-	vb	to lay in store; to hoard, save, record; to bury	!		Paul Strack		0.8.04
s	Haudh-en-Arwen	place-name	Ladybarrow				S/147.2307	
s	Haudh-en-Ellas	place-name					PE17/097.2300	
s	Haudh-en-Elleth	place-name	Mound of the Elf-maid				LT2I/Haudh-en-Elleth.001	
n	Cûm-na-Dengin	place-name	Mound of Slain				LR/147.3506	
n	Amon Dengin	place-name	Hill of Slain				LR/314.2703	
n	Haudh-na-Dengin	place-name	Hill of Slain				Ety/KHAG.013	
s	Haudh-en-Ndengin	place-name	Hill of Slain, (lit.) Mound of the Slain				LT1I/Haudh-en-Ndengin.001	
s	Haudh-en-Nirnaeth	place-name	Mound of Tears				S/197.1913	
s	Haudh in Gwanûr	place-name	Grave-mound of the Twins				LotR/1054.3911	
ns	haug	adj	low				GL/48.4001	0.6.5
n	haust	n	bed				Ety/KHAW.005	
ns	her-	vb	to pray	!	1	Ryszard Derdzinski, PPW		0.6.9
ns	hav-	vb	to pray	!				0.6.9
ns	haw-	vb	to lie [at ease]				GL/48.3802	0.6.5
s	heb-	vb	to keep	#			LotR/1061.4006	
ns	hebia-	vb	to delay, retain, keep (temporarily)	!		Paul Strack		0.7.6
ns	hedril	n	thrower (f.)	!		Fiona Jallings, FJNS		0.7.0
ns	hel-	vb	to freeze				GL/48.6601	0.6.5
n	helch	adj	bitter cold				Ety/KHEL.013	
n	Helcharaes	place-name					Ety/KARAK.015	
n	hele	n	glass		1		Ety/KHYEL(ES).010	
s	heledh	n	glass				PE17/037.1607	
ns	heledhren	adj	glassy, like glass, of glass	!			GL/25.7701	0.6.6
n	heledir(n)	n	kingsfisher, (lit.) fish-watcher				Ety/KHAL¹.012	
n	heleg	n	ice				Ety/KHEL.011	
s	heleg	n	ice				PE23/139.2011	
n	heleth	n	fur, fur-coat				Ety/SKEL.010	
n	Elivorn	place-name	Lake-Black				EtyAC/MOR.095	
n	Helevorn	place-name	Black Glass				Ety/KHYEL(ES).012	
s	Helevorn	place-name	Black Glass				PE17/037.1611	
n	halath	n	skin, fell	-			EtyAC/SKEL.025	
n	helf	n	fur				Ety/SKEL.008	
ns	helia-	vb	to exalt	!		Echuidor		0.8.10.1
n	hell¹	adj	naked				Ety/SKEL.021	
ns	hellen	adj	frozen	!		Paul Strack	GL/48.7301	0.8.01
n	heltha-	vb	to strip				Ety/SKEL.022	
ns	hemp	n	band, bond; ⚠️cord				GL/48.5401	0.8.08
s	hên	n	child				LR/322.1309	
n	hên	n	eye				Ety/KHEN-D-E.008	
s	hen(d)	n	eye				PE17/077.1503	
ns	hendelu	n	brow	!		Tamas Ferencz		0.6.9
s	Henderch	masc-name					UTI/Henderch.001	
n	henia-	vb	to understand				Ety/KHAN.025	
ns	henna-	vb	to read	!		Elaran		0.6.9
s	henneth	n	window				LotR/0674.1501-1	
n	Henneth Annûn	place-name	Window of the Sunset				SDI1/Henneth Annûn.001	
s	Henneth Annûn	place-name	Window of the Sunset				LotR/0674.1501	
ns	hent	n	eyesight, *(sense of) sight				GG/10.3601	0.6.5
s	herdir	n	master				AotM/062.61065	
ns	herf	n	protection, lordship, sway	^		Paul Strack	GL/49.4101	0.7.7
n	heria-	vb	to begin suddenly and vigorously				Ety/KHOR.048	
s	Herion	masc-name					LotRI/Herion.001	
n	heron	n	lord, master				EtyAC/KHER.025	
n	herth	n	household, troop				Ety/KHER.022	
n	hervenn	n	husband					
n	herven	n	husband				Ety/BES.022	
n	hervess	n	wife					
n	herves	n	wife				Ety/BES.055	
s	herw	n	wine				PE23/139.2203	
s	heruin	n	lady	†				
s	heryn	n	lady				PE17/097.1204	
ns	hesg	adj	withered, ⚠️dead; chilled, chill	^			GL/49.1101	0.6.5
ns	hest	n	sibling				GL/40.6601-2	0.8.02
ns	hesta-	vb	to command, order	!		Parmandil		0.8.12.1
n	hethw	adj	foggy, obscure, vague		1		Ety/KHIS.024	
ns	hethu	adj	foggy, obscure, vague	^			Ety/KHIS.024	0.6.5
s	hin	adv	now		1			
s	sí(r)	adv	now		1			
s	thî	adv	now		1			
s	hí	adv	now				LotR/0307.1304	
ns	hich-	vb	to vomit				PE13/162.9201	0.8.04
ns	hída-	vb	to (come to) pass, happen	!		Elaran		0.6.9
ns	hil-	vb	to follow	!	1	Sami Paldanius		0.6.9
s	hîl	n	heir	#			PM/369.1513-1	
ns	hilf	collective-noun	posterity; one’s descendants, progeny, offspring	^			GL/49.2001	0.8.03
ns	hilvias	n	inheritance, heritage	^		Paul Strack	GL/49.2301	0.6.5
ns	hîm	n	beer	!				0.8.10.1
n	him	adv adj	enduring, continually; steadfast, abiding				Ety/KHIM.018	
s	him¹	adv adj	ever	#			S/123.3605-1	
s	him²	adj	cool		1		SA/him.001	
s	Himlad	place-name	Cool Plain; (lit.) ?Ever-plain				SA/him.004	
n	Himling	place-name					LR/145.4202	
n	Himring	place-name	Ever-cold				LBI/Himling.012	
s	Himring	place-name	Ever-cold				S/123.3605	
ns	hinia-	vb	to stick to, adhere, cleave to, abide by	!		Elaran	GL/73.6801	0.6.5
ns	hir-	vb	to find, *light on, chance on	!				0.6.9
n	hîr	n	master, lord				Ety/KHER.019	
s	hîr	n	lord, master				AotM/062.5205	
n	Dirgon	masc-name					WRI/Dirgon.001	
s	Hirgon	masc-name					LotRI/Hirgon.001	
s	Hiril	fem-name					WJI/Hiril.001	
n	hiril	n	lady				Ety/KHER.020	
s	hiril	n	lady				PE23/143.3311	
s	Hírilorn	place-name	Tree of the Lady				SA/heru.014	
s	Hirluin	masc-name					LotRI/Hirluin.001	
s	Hirwen	fem-name					WJI/Hirwen.001	
n	historical development	grammar					LR/173.1201	
s	historical development	grammar					LR/173.1201	
n	hîth	n	mist				Ety/KHIS.009	
s	hîth	n	mist				RC/328.0201-1	
n	Eredhithui	place-name	Misty Mountains				TI/124.1404	
n	Hithdilias	place-name					TI/124.1407	
s	Hithaeglir	place-name	Misty Mountains, (lit.) Line of Misty Peaks				Let/180.2504	
s	hithlain	n	mist thread, grey elvish rope				LotR/0371.4005	
n	Hithliniath	place-name	Pools of Mist				Ety/KHIS.031	
n	Cílu	place-name					PE21/32.2002	
s	Hithlû	place-name	Hithlum				PE17/133.0501	
n	Hithlum	place-name	Land of Mist, (lit.) Mist-and-Dusk				Ety/KHIS.011	
s	Hithlum	place-name						
s	hithren	adj	grey				PE17/140.0302	
n	hithw	n	fog		1		Ety/KHIS.017	
ns	hithu	n	fog	^			Ety/KHIS.017	0.6.5
n	Hithui	n	November, *Misty-one				PM/135.3904	
s	Hithui	n	November, *Misty-one				LotR/1110.0603	
n	hithui	adj	misty	#			TI/124.1404-2	
s	hithui	adj	misty	#			LotR/1110.0603-1	
n	hiw	adj	sticky, viscous				Ety/KHIM.027	
n	hobas	n	harbourage				Ety/KHOP.013	
n	Hobas in Elf	place-name	*Harbourage of the Swans				Ety/KHOP.017	
ns	hoda-	vb	to lay, stretch out, lay flat on ground	^		Paul Strack	GL/48.4201	0.6.5
ns	hogren	adj	lowly, humble, mean	^			GL/48.4101	0.6.5
s	hol-	vb	to close, shut	#			PE17/098.3103-2	
ns	holl	n	cock, cockerel, rooster	!		Gábor Lőrinczi		0.6.9
n	davnan	adj	?closed		1		WR/341.1108	
n	forn(en)	adj	closed		1		WR/338.0509	
s	hollen	adj	closed, shut				PE17/098.3103	
ns	hond	n	(emotional) heart, (seat of the) deepest feelings	!		Vyacheslav Stepanov		0.8.10.1
ns	hora-	vb	to await, expect	!				0.6.8
n	horn	adj	driven under compulsion, impelled (to do something)				Ety/KHOR.042	
n	hortha-	vb	to urge on, speed				Ety/KHOR.038	
n	host	n	gross (144)				Ety/KHOTH.016	
ns	hosta-	vb	to gather, collect				GL/49.6701	0.6.5
n	hoth	n	host, crowd; group plural				Ety/KHOTH.006	
s	hoth	n	host, horde				PE17/039.0802	
ns	hothron	n	captain				GL/49.6601	0.6.5
s	hû¹	n	spirit, shadow		1		PE17/086.1109	
n	hû	n	dog				Ety/KHUGAN.031	
s	hû²	n	hound (or ?heart)				PE17/086.1201	
n	Huan	masc-name	hound				Ety/KHUGAN.007	
s	Huan	masc-name	Great Dog, Hound				MRI/Huan.001	
n	huan	n	hound				Ety/KHUGAN.024	
s	huan	n	great dog, hound				SI/Huan.001	
ns	huar	n	hound, wild dog	^			GL/67.2901	0.8.03
n	hûd	n	assembly				Ety/KHOTH.027	
ns	húda-	vb	to curse	!		Elaran		0.6.9
ns	huia-	vb	to urge on	!		Fiona Jallings		0.6.9
ns	huil¹	n	bitch, *female dog				GL/49.7101	0.8.03
ns	hŷl	n	hen	!	1	Gábor Lőrinczi		0.6.9
ns	huil²	n	hen	^			GL/74.6201	0.8.03
