lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
nq	latanca	adj	unsure, insecure	!		Tamas Ferencz		0.6.9
eq	later [j], [w] became [i], [u] finally or between a vowel and a consonant	phonetic-rule					PE12/020.2100	
q	látie	n	openness				VT39/23.2908	
nq	patil	n	key	!	1	Sami Paldanius		0.6.9
nq	latil	n	key	!		Helge Fauskanger, NQNT		0.7.0
mq	Latimberista	place-name	Rivendell	|			PE22/127.2508	
eq	latsina	adj	level, smooth		1		QL/050.4801	
mq	latina	adj	open, free, cleared (of land)				Ety/LAT.005	
q	latina	adj	free (of movement), not encumbered with obstacles				PE17/159.1304	
eq	larma	n	area, space, room		1		QL/051.3201	
nq	latsë	n	area, space, room	!		Tamas Ferencz	QL/051.3201	0.6.9
eq	larmavoite	adj	roomy, spacious					
eq	larmea	adj	roomy, spacious		1		QL/051.3301	
nq	latsëa	adj	roomy, spacious	!		Paul Strack	QL/051.3301	0.8.12
eq	latta	n	year	‽	1		GL/53.1304	
mq	latta¹	n	hole, pit				Ety/DAT.018	
eq	límen	n	thong, band		1		QL/054.1601	
mq	latta²	n	strap				Ety/LATH.005	
nq	lattasta	n	harness, (lit.) collection of straps	!		Luinyelle		0.8.09.1
nq	latter-	vb	to darn a sewn garment, (lit.) cross/over-sew	!		Röandil		0.8.09.1
eq	lattulis	n	window					
eq	lattin	n	window				QL/051.4701	
nq	lattin	n	window				QL/051.4701	0.6.9
nq	lattinsámo	n	shutter, (lit.) window-barrier	!	1	Luinyelle		0.8.04.3
nq	lattinsan	n	shutter, (lit.) window-barrier	!		Paul Strack		0.8.05
eq	latúken	n	tin				LT1/100.4107	
nq	latúcen	n	tin [metal]				LT1/100.4107	0.7.9
eq	latukenda	adj	of tin				LT1A/Tilkal.042	
nq	latucenda	adj	of tin				LT1A/Tilkal.042	0.8.00
nq	latwa	adj	neither/nor	!		Luinyelle		0.8.12
eq	latwa	adj	smooth, glossy		1		QL/051.5001	
q	latya	n	opening				VT39/23.0503	
q	latya-	vb	to open anything (so as to allow entry)				PE17/159.1207	
mq	lauka	adj	warm				Ety/LAW.006	
q	lauca	adj	*warm				PE18/093.0508	
nq	laucata-	vb	to heat up, warm	!		Tamas Ferencz		0.6.9
nq	laucehtelë	n	hot spring	!		NQ-Wiki		0.6.9
eq	laume²	n	life	-	1			
eq	lauste	n	life, mode of life		1			
eq	laule	n	life, mode of life				PME/052.3507	
nq	laulë	n	mode of life, *lifestyle				PME/052.3507	0.6.6
eq	laulema	adj	inhabiting				QL/052.1501	
nq	laulema	adj	inhabiting				QL/052.1501	0.6.6
eq	laulemo	n	inhabitant				QL/052.1601	
nq	laulemo	n	inhabitant				QL/052.1601	0.6.6
eq	laulemuine	n	people of the neighborhood, population				QL/052.1701	
eq	laulesta	n	livelihood				QL/052.1201	
nq	laulesta	n	livelihood				QL/052.1201	0.6.6
eq	lausta-¹	vb	to lead a life, gain a living					
eq	laulesta-	vb	to lead a life, gain a living				QL/052.1301	
nq	laulesta-	vb	to lead a life, gain a living				QL/052.1301	0.8.04
mq	lau(me)	adv	no, no indeed not, on the contrary				Ety/LA.009	
eq	laume¹	n	storm, overcast sky		1		QL/051.6401	
eq	laumea	adj	dark, stormy				QL/051.6501	
eq	laupe	n	tunic, shirt				PME/051.7503	
nq	laupë	n	tunic, shirt				PME/051.7503	0.6.6
eq	laure	n	(mystic name of) gold				GL/40.1104	
mq	laure	n	gold				Ety/GLAW(-R).003	
q	laurë	n	gold (light or colour)				Let/308.0106	
eq	laurina	adj	golden		1		LT1A/Laurelin.011	
eq	laurea	adj	golden				PE15/73.0503	
mq	laurea	adj	*golden				SD/047.0206	
q	laurëa	adj	golden (of hue)				LotR/0377.2802	
eq	Kulufindl	masc-name					PE13/104.2102	
eq	Laurifindl	masc-name					PE13/104.2101	
q	Laurefindele	masc-name	Golden Haired				PE17/017.3610	
eq	Lindelóte	proper-name		-			LT1/079.1802	
eq	Lindelokte	proper-name	Singing Cluster				LT1/022.1401	
eq	Laurelin	proper-name	Singing-gold				LBI/Glingal.007	
mq	Laurelin	proper-name	Song of Gold				Ety/GLAW(-R).011	
q	Laurelin	proper-name	Song of Gold, Singing Gold				LotRI/Laurelin.001	
q	Laurelindórenan	place-name	(Land of the) Valley of Singing Gold				Let/448.3102-1	
q	Laurelindórenan lindelorendor malinornélion ornemalin	phrase					Let/448.3102	
q	Laurenandë	place-name	Valley of Gold				NM/351.0706	
q	laurië	n adv	goldenness; like gold				PE17/058.4404	
q	laurinquë	n	yellow-flowered tree				NM/338.1308	
eq	Laurundo	masc-name					LT2/084.4002	
mq	lauta-	vb	to abound				PE22/103.2308	
nq	lauta-	vb	to warm	!	1	Petri Tikka, PPQ		0.6.9
q	lauya-	vb	to flourish (green), grow				PE22/156.0801	
eq	lava-	vb	to lick				PE16/134.0101	
mq	lav-¹	vb	to lick				Ety/LAB.009	
q	lav-	vb	to lick				PE17/072.1310	
mq	lav-²	vb	to yield, allow, grant				Ety/DAB.009	
mq	lavar	n	*(golden) blossom	#			LR/057.3210-1	
q	löar	n	(golden) blossom					
q	lávar	n	(golden) blossom				PE17/159.2302	
mq	lavaralda	n	tree with long green leaves with golden undersides and pale flowers with a yellow flush				LR/057.3210	
nq	lávë	n	permission	!	1	Petri Tikka, PPQ		0.6.9
eq	lávear	n	glutton				QL/052.0501	
nq	lávëar	n	glutton				QL/052.0501	0.6.6
nq	lávehentar	n	ticket inspector, (lit.) permission examiner	!		Luinyelle		0.8.09.1
nq	lávima	adj	permissible	!		Helge Fauskanger, NQNT		0.7.0
eq	láwakéle	?	[unglossed]				QL/052.4101	
eq	lea-	pref	*your; 2nd pl. possessive				PE14/054.0503	
q	-lla¹	suf	your (plural polite)				PE17/057.2905	
q	-lda¹	suf	your (plural)				PE17/055.3606	
eq	-ilda	suf	augmentative					
eq	-lda	suf	augmentative				PE14/047.2902	
q	-lda³	suf	a comparative suffix	-			PE17/055.3504	
q	-llë²	suf	you (plural)				PE17/057.2403	
q	-ntyë	suf	you (plural familiar)	-			PE17/075.2201	
q	-ldë¹	suf	you (plural)				PE17/057.2402	
eq	-le	suf	abstract noun	#			QL/029.5001-2	
mq	-le	suf	abstract noun				PE22/110.2104	
q	-lë	suf	abstract noun, adverb				PE17/058.4304	
eq	le¹	pron	you (plural)				PE14/052.1807	
mq	le¹	pron	you				PE22/106.0108	
q	le	pron	you (plural)				Minor-Doc/1955-CT.0302	
eq	le²	prep	with (accompaniment)				GL/54.0207	
mq	le²	prep	with, by				SD/246.3904-1	
q	lé²	prep	with	|			PE17/095.0106	
nq	lé	prep	with, [ᴹQ.] by (means of), ⚠️[ᴱQ.] with (accompaniment)				PE17/095.0106	0.8.12
q	lé¹	n	way, method, manner				PE17/074.0601	
eq	lea	adj	smooth, slippery		1		GL/53.3606	
eq	lé	n	a sward, glade		1		GL/53.3705	
nq	lëa	n	green sward, glade	!		Christopher Gilson	GL/53.3705	0.8.12
q	Lëa-vinya	fem-name	Lëa the Young				MR/067.0901	
q	lehta	adj	free, released				VT39/17.0306	
mq	lenka-	vb	to loose, slacken		1			
mq	lehta-	vb	to loose, slacken				Ety/LEK.019	
eq	lekte-	vb	to join together, dovetail, fit in, splice				QL/053.2601	
mq	leláne tule	phrase	you did not come				PE22/127.0907	
q	lélë	n	will		1		NM/231.2603	
nq	lelelya-	vb	to go on travelling, keep travelling	!		Helge Fauskanger, NQNT		0.7.0
q	lelta-	vb	to send, *(lit.) cause to go	#			VT47/21.0502	
q	leluya	adj	thick (of a single thing)	-?	1		PE17/017.1901	
eq	lelya	pron	*your (emphatic possessive plural)				PE14/054.1002	
q	lelya	adj	delicate, beautiful and fine, slender, lovely				PE17/139.1801	
mq	lesta-	vb	to leave	-	1		Ety/ELED.012	
mq	lenna-	vb	to go, depart; to come				Ety/LED.007	
q	lenna-	vb	to come	#	1		PE16/096.0301	
q	lelya-¹	vb	to go, proceed (in any direction), travel				WJ/363.1103	
q	lelya-²	vb	to appear (of beautiful things); to attract, enchant (with dative)				PE17/151.1304	
q	lelya-⁴	vb	to will with conscious purpose, immediate or remote		1		NM/231.2605	
nq	lelyaláve	n	ticket, (lit.) travel-permission	!		Luinyelle		0.8.09.1
nq	lemba	adj	sad	!	1	Terry Dock, PPQ		0.6.9
mq	lemba	adj	left behind				Ety/LEB.009	
mq	Lemberin	proper-name	*of the Lembi				LR/171.0410	
q	Lemberin	proper-name	*of the Lembi				PMI/Lemberi.008	
mq	Lembi	collective-name	Those That Lingered				Ety/LEB.014	
q	Lembi	collective-name	Lingerers				MR/169.3911	
eq	leminkainen	cardinal	fifty; twenty three				LT1/246.1301	
nq	lemma	n	artifact, relic, residue	!		Valerie		0.8.09.1
nq	lemmë	n	remnant(s), remains, remainders	!		Elaran		0.8.09.1
mq	lemnar	n	(Valarin five-day) week		1		Ety/LEP.018	
eq	lempe	cardinal	five					
eq	lemin	cardinal	five; (lit.) half the fingers		1		GL/53.5905	
mq	lempe	cardinal	five				Ety/LEP.014	
q	lemen	cardinal	five		1			
q	lemnë	cardinal	five		1			
q	lempë	cardinal	five				PE17/095.3405	
eq	lempe²	n	crook, hook		1		QL/053.1701	
eq	leminya	ordinal	fifth		1		PE14/051.0305	
q	lemenya	ordinal	fifth	†	1			
q	lepenya	ordinal	fifth	†			VT42/25.1110	
q	lempëa	ordinal	fifth				VT42/25.1114	
eq	lempea²	adj	half		1		PE14/050.0911	
eq	lemindea	adj	quintuple		1		QL/052.7301	
eq	lemillume	adv	*five times				PE14/051.1401	
nq	lempellumë	adv	five times				PE14/051.1401	0.7.7
nq	lempetil	n	columbine, (lit.) five-points	!		Valerie		0.8.10.23.1
mq	lemya-	vb	to remain, tarry				EtyAC/LEB.009	
eq	lenka	adj	slow, dull, stiff; left (hand)				LT2A/Glend.033	
nq	taira	adj	slow	!	1	Luinyelle		0.8.09.1
nq	lenca	adj	slow, ⚠️dull, stiff; left (hand)				LT2A/Glend.033	0.8.04.1
nq	lencolca	n	suitcase, trunk, (lit.) journey-box	!		Chaered, Luinyelle		0.8.12
mq	lesto	n	journey		1		PE21/12.0306	
q	lenda	n	journey				PE17/060.3205	
q	lenda-	vb	to go free		1		PE22/157.1501	
mq	lenda-	vb	to linger		1		EtyAC/LEB.007	
nq	lendamo	n	tourist, traveller	!		Anna Osipenko		0.8.12.1
nq	lendë	n	journey	!	1	Didier Willis, PPQ		0.6.9
q	lendes lann’ i sír	phrase	he came (to a point) beyond the river				PE17/065.3108	
q	lendes pallan(na) i sír	phrase	he came (to a point) far beyond the river				PE17/065.3108-1	
eq	elle tande Nielikkilis	phrase	thither came little Niéle				MC/215.3000	
q	lendë tanna Nieliccilis	phrase	*thither came little Niéle				PE16/096.0300	
nq	lendië	n	tourism, *traveling	!		NQ-Wiki		0.6.9
q	lenga-	vb	to behave	|			PE17/074.0509	
nq	lenga-	vb	to behave				PE17/074.0509	0.6.6
nq	lengalë	n	behavior	!		Robert Reynolds, 1000W		0.6.9
q	lengë	n	gesture, characteristic look, gesture or trait	|			PE17/074.0415	
nq	lengë	n	gesture, characteristic look, gesture or trait				PE17/074.0415	0.6.6
nq	lengesta	n	character (of a person), set of characteristic traits	!		Luinyelle		0.8.08
q	lengwë	n	yearning, desire for what is lost or absent	|	1		PE19/097.4017	
eq	-lénu	suf	long					
eq	-léni	suf	long				GL/39.5806	
eq	lenqelénu	n	(daddy) long-legs				QL/053.0901	
eq	lenk	n	limb		1		QL/053.2501	
nq	lenquë	n	limb	^		Arael	QL/053.2501	0.8.10.23.1
q	lenta	adj	free	#			CPT/1298.0501	
eq	lenu-	vb	to stretch		1		LT2A/Glend.041	
eq	lenuva	adj	tight, narrow		1		QL/053.0701	
eq	lenwa	adj	long and thin, straight, narrow		1		LT2A/Glend.035	
nq	lenwar	n	hotel, (lit.) travel-mansion	!		Chaered, Luinyelle		0.8.12
mq	Nanno	masc-name					PE18/024.0410	
q	Nano	masc-name					MR/169.2411	
q	Lenwë	masc-name					SI/Lenwë.001	
q	lenwë	n	leaving, departure				PE17/051.3605	
q	lenweta-	vb	to go away, migrate, leave one’s abode				PE17/051.3610	
nq	lenya	pron	yours (plural)	!		Helge Fauskanger, NQNT		0.7.0
mq	leo	n	shade, shadow cast by any object		1		Ety/DAY.004	
eq	lep-	vb	to take				PE14/028.0503	
nq	lep-	vb	to take [with fingers], *pick, pluck				PE14/028.0503	0.8.00
q	cantil	n	fourth finger		1		VT47/26.3901	
q	lepente	n	fourth finger				VT48/05.3909	
q	lepecan	n	fourth finger				VT47/10.2703	
q	eneldë	n	*middle finger					
q	enellë	n	*middle finger					
q	enestil	n	*middle finger		1		VT47/26.3813	
q	lepenel	n	middle finger	†			VT47/10.2609	
q	lependë	n	middle finger				VT47/10.2611	
eq	lemindóra	cardinal	*five million		1		PE14/050.0805	
eq	lemindóre	cardinal	*quintillion		1		PE14/083.1805	
nq	lependórë	cardinal	quintillion	^			PE14/083.1805	0.7.7
nq	lepenquëan	cardinal	fifty	!	1	Helge Fauskanger, NQNT		0.7.0
nq	lepenquain	cardinal	fifty	!		EruannoVG		0.7.0
eq	leminkea	cardinal	fifteen					
eq	lenkea	cardinal	fifteen		1		PE14/049.2102	
q	quailepen	cardinal	*fifteen		1			
q	lepenquë	cardinal	*fifteen				VT48/21.0402	
eq	leminkaiya	ordinal	fifteenth		1		PE14/082.2006	
nq	lepenquëa	ordinal	fifteenth	!			PE14/082.2006	0.6.6
eq	let	n	finger				PME/053.2003	
mq	let	n	finger		1		PE21/19.2612	
mq	lepse	n	finger				Ety/LEP.005	
q	lepsë	n	*finger		1		PE17/089.2211	
q	leper	n	finger				VT47/03.2613	
eq	leminto	fraction	one fifth		1		PE14/051.2202	
eq	lemintya	fraction	one fifth		1		PE14/051.2203	
q	lepsat	fraction	one fifth		1			
q	lepesta	fraction	one fifth				VT48/11.2613	
q	leptas	n	*index finger					
q	tastil	n	*index finger		1		VT47/26.3812	
q	lepetas	n	index finger				VT47/10.2606	
q	lepetta	n	Gondorian hardwood				PE17/089.3003	
q	lepinca	n	little finger					
q	nihtil	n	little [finger]		1		VT47/26.3903	
q	lepincë	n	little finger				VT47/10.2706	
nq	leppa	n	thimble	!		Shihali		0.7.9
eq	lipsa	n	*liver		1			
eq	lepsa	n	liver				GL/50.7208	
nq	lepsa	n	liver				GL/50.7208	0.6.6
eq	lepsile	n	tendril				QL/053.1901	
nq	lepsilë	n	tendril				QL/053.1901	0.6.6
eq	lepta²	n	finger				PE15/72.3204	
mq	lepta	suf	*fingered	#			SD/068.3106-2	
q	leuta	n	finger		1		PE19/084.3012	
q	lepta	adj n	fingered; thumb				PE17/017.3208-1	
q	lepta-	vb	to pick (up/out); to finger, feel with the fingertips				VT44/16.0912	
eq	lepta¹	adj	hooked (as a tendril)		1		QL/053.1801	
q	leptafinya	adj	clever-fingered				PE17/017.3208	
q	leptenta-	vb	*to point to, indicate with finger				VT49/24.0609	
eq	leqet	n	joint				QL/053.2401	
q	léra	adj	free (of persons)				PE17/160.0614	
eq	faino	n	freeman		1		QL/037.7701	
nq	léramo	n	freeman	!			QL/037.7701	0.6.5
nq	lerca-	vb	to flee	!		Helge Fauskanger, NQNT		0.7.0
nq	lercië	n	flight, fleeing	!		Helge Fauskanger, NQNT		0.7.0
eq	lerendi	n	brotherhood, association, college		1		QL/052.6201	
nq	lerië	n	issue, release, edition	!	1	Tamas Ferencz		0.6.9
eq	fairie	n	freedom		1		LT1A/Dor Faidwen.050	
nq	lérië	n	freedom	!			LT1A/Dor Faidwen.050	0.6.5
q	lerina	adj	free (of things)				PE17/160.0702	
q	lerta-	vb	to be free to do				PE17/160.0901	
q	lertan quetë	phrase	I can speak, I am free to speak				PE17/160.0900	
eq	fainu-	vb	to release		1		LT1A/Dor Faidwen.052	
q	lerya-	vb	to release, set free, let go				PE17/160.0608	
eq	erevainu	n	release					
eq	erefainu	n	release		1		QL/036.2501	
nq	leryalë	n	release	!		Paul Strack	QL/036.2501	0.6.5
eq	leste-	vb	to collect (tr.)		1		QL/053.3801	
eq	lese-	vb	to come together, gather (intr.)		1		QL/053.3701	
q	lesta	n	*girdle	#			WJ/369.1704-1	
eq	talma¹	n	weight, measure		1		PME/088.6207	
mq	lesta	n	measure	#			LR/072.1406	
eq	lesta	n	gathering, assembly		1		QL/053.3601	
nq	lesta-	vb	to measure	!		Helge Fauskanger, NQNT		0.7.0
eq	Artanor	place-name	Land Beyond				LBI/Artanor.001	
q	Lestanórë	place-name	Doriath, *(lit.) Land of the Girdle	#			WJ/369.1704	
eq	letinwesse	n	constellation				QL/052.6301	
nq	letinwessë	n	constellation				QL/052.6301	0.6.5
mq	le tule	phrase					PE22/106.0107	
mq	le tulir	phrase					PE22/106.0202	
mq	le-tuluva?	phrase	will you come, please?				PE22/106.0414	
eq	lin²	n	snake		1		QL/043.7101-2	
q	leuca	n	snake				LotR/1115.3412	
eq	lev-	vb	to move (intr.)				PE16/132.7601	
nq	lev-	vb	to move				PE16/132.7601	0.6.9
nq	menesta	n	motion, movement	!	1	Tamas Ferencz		0.6.9
nq	levë	n	movement, motion	!		NQ-Wiki		0.6.9
nq	menemma	n	movie, motion picture	!	1	Robert Reynolds		0.6.9
nq	levemma	n	movie, motion picture	!		NQ-Wiki		0.6.9
nq	levemmar	n	movie theatre, cinema, movies	!		Luinyelle		0.8.10.23.1
mq	le·mere imma mastō	phrase	do you want some bread, any quantity of bread and if so what				PE23/104.42085	
mq	le·mere kina masta	phrase	do you want a little bread? (when little is precise and not partitive)				PE23/104.4802	
mq	le·mere umma masto?	phrase	Do you want some/any bread?				PE23/099.20055	
mq	le·merne i ni·karnéte	phrase	you wished that I had made (lit. made) it				PE22/118.2911	
mq	le·qente mana?	phrase	what did you say?				PE23/099.10125	
eq	le·tul	phrase					PE14/059.1708	
eq	le·tulil (en)	phrase					PE14/059.1600	
eq	-li	suf	many, multiplicative suffix				GG/15.0209	
mq	-li	suf	plural (suffix)				Ety/LI.006	
q	-li	suf	partitive plural (suffix); many, some, a lot of				PE17/062.2415	
eq	lia-	vb	to entwine				QL/053.4501	
nq	lia-	vb	to entwine				QL/053.4501	0.6.6
eq	lia(r)	adj	many		1		QL/053.7801	
mq	lia¹	adj	(not) a few, several				PE23/106.0303	
eq	lia	n	twine				LT1A/Ungwë Lianti.031	
mq	lia²	n	fine thread, spider filament				Ety/SLIG.019	
nq	lialóra	adj	cordless, wireless	!		NQ-Wiki		0.6.9
eq	liantasse	n	vine				LT1A/Ungwë Lianti.035	
nq	liantassë	n	vine				LT1A/Ungwë Lianti.035	0.8.08
eq	liante	n	tendril, vine				LT1A/Ungwë Lianti.033	
mq	liante	n	spider				Ety/SLIG.029	
nq	lic-	vb	to glide, slip, slide, ⚠️drip	!		Luinyelle		0.8.04.3
eq	neite	n	wax		1		GL/60.0907	
q	líco	n	wax				MC/223.1809	
eq	katinka	n	candle		1		PME/045.6703	
q	lícuma	n	taper, candle				MC/223.1806	
eq	lie	n	people, folk				MC/216.0201-2	
mq	lie	n	people, folk				Ety/LI.004	
q	lië	n	people, folk				PE16/096.0801-2	
nq	liëarda	n	republic	!		NQ-Wiki		0.6.9
eq	lielesta	n	folk moot		1		PME/053.8801	
nq	liëmelehtëa	adj	democratic	!		Sami Paldanius		0.6.9
eq	liende	n	the folk, people				PME/053.8804	
nq	liendina	adj	popular	!		Sami Paldanius		0.6.9
mq	Lie-númen	proper-name	Númenoreans	-			LR/012.1407	
nq	lieraxa	n	a bus, coach, (lit.) people wagon	!		Luinyelle, Orondil		0.8.04
nq	lietarwa	n	park, (lit.) people-garden	!		NQ-Wiki		0.6.9
mq	lie tatallaner i·már ampanaina	phrase	While it was being built people marveled at the house				PE22/108.11065	
nq	lietúrie	n	democracy	!		NQ-Wiki		0.6.9
mq	lihlikka-	vb	to sneak about	*			PE22/113.0807	
nq	lihta	n	seal	!		Helge Fauskanger, NQNT		0.7.0
nq	lihta-	vb	to seal	!		Helge Fauskanger, NQNT		0.7.0
nq	lihtaina	adj	sealed	!		Helge Fauskanger, NQNT		0.7.0
nq	lihtyellesta	n	escalator, (lit.) gliding staircase	!		Valerie		0.8.10.1
eq	likinda-	vb	to blow a trumpet				QL/054.0701	
nq	lilindë	adv	of many degrees	!		Paul Strack		0.8.11.1
mq	lilindon	adv	*like many		1		PE23/111.2503	
mq	(li)línen	adv	*by many means				PE23/111.1806	
mq	lilinna	adv	*to many places				PE23/112.0707	
mq	(li)lin(n)ome	adv	*many places				PE23/112.0208	
mq	li(lí)ro	adv	*for many reasons				PE23/112.1512	
nq	lilíva-	vb	to (continuously) drip, drip-drop	!		Röandil		0.8.02
q	lillassëa	adj	having many leaves				MC/222.1203	
mq	lilde	adv	in many ways		1		PE23/111.1801	
nq	lillë	adv	in many ways	!		Paul Strack	PE23/111.1801	0.8.11.1
nq	lilma	n	patch	!		Helge Fauskanger, NQNT		0.7.0
q	lilómëa	adj	many-shadowed, very dark, full of darkness				LotR/1131.0902-3	
mq	lilótime	adj	*many-flowered		1		TMME/182.5405	
q	lilótëa	adj	having many flowers				VT42/18.2903	
mq	lilótime alda amaliondo aranyallesse túno	phrase	*[the] many-flowered tree of Amalion in the kingdom of Túna				TMME/182.5404	
eq	lilt-	vb	to dance		1		PE14/058.0603	
mq	lilta-	vb	to dance				Ety/LILT.004	
q	lilta-	vb	to dance				PE23/134.0704	
eq	lilta lie noldorinwa	phrase	*the dancing gnome-folk				VT40/08.1600	
eq	lalta	n	dance					
eq	lilt	n	dance		1		PE15/71.2402	
nq	liltë	n	dance	^			PE15/71.2402	0.6.6
eq	liltie	n	dancing, dance				PME/055.1904	
nq	liltië	n	dancing, ⚠️dance				PME/055.1904	0.6.6
eq	lilyen	?	[unglossed]				PE16/080.2303	
eq	lim-	vb	to bind		1		PE15/32.1202	
eq	lipte	n	tiny drop					
eq	litl	n	tiny drop		1		LT1A/limpë.018	
mq	limba	n	drop				Ety/LIB¹.004	
q	limbë	adj	quick, swift		1		PE17/018.1606	
eq	limbelu	adv	*long				PE15/32.1002	
q	limë	n	link	#			VT47/06.3304-2	
eq	limil	n	chain				QL/054.1401	
nq	limil	n	chain				QL/054.1401	0.6.6
nq	limivarma	n	chainmail, (lit.) link-armour	!		Ellanto		0.8.10
nq	limma	n	hyphen, connector, coupler	!		Orondil		0.8.12
eq	limna	n	sheaf				QL/054.1701	
nq	limna	n	sheaf				QL/054.1701	0.8.12
q	limpa	adj	frail, slender and drooping				PE17/168.1313	
eq	limpalasse	n	much roaring				QL/053.6801	
eq	limpa(pa)lasse(a)	adj	much roaring					
eq	limpalassea	adj	much roaring				PME/053.8902	
eq	limpelis	n	*fairy-drink		1			
eq	limpe	n	drink of the fairies, fairy-drink, elfwine				GL/54.1805	
mq	limpe	n	wine, drink of the Valar				Ety/LIP.003	
nq	limpevorma	n	wine-press	!		Helge Fauskanger, NQNT		0.7.0
nq	limpunqua	adj	drunken	!		Helge Fauskanger, NQNT		0.7.0
nq	limpunquië	n	drunkenness	!		Helge Fauskanger, NQNT		0.7.0
nq	limya-	vb	to link, join	!		Tamas Ferencz		0.6.9
eq	li(n)-	pref	many				LT1A/Tinwë Linto.148	
mq	linin-	pref	many					
mq	li(n)-	pref	many				Ety/DÓRON.014-1	
q	li(n)-	pref	many	#			PE17/081.0106-1	
nq	lina	adj	many	!	1	Paul Strack		0.7.4
mq	lína-	vb	to be silent	|	1		PE23/076.3811	
mq	li(na)llume	adv	*many a time				PE23/110.1407	
mq	li(n)an	adv	many a time, not seldom, several times, often, sometimes		1		PE23/110.0101	
mq	linárea	pron	of many (different) ages		1		PE23/108.2118	
nq	linaurë	adv	many days	!		Paul Strack		0.8.11.1
nq	linca	n	ski	!		Luinyelle		0.8.10
nq	linca-	vb	to ski	!		Luinyelle		0.8.10
nq	lincantëa	adj	diverse, (lit.) many shaped	!		Helge Fauskanger, NQNT		0.7.0
nq	lincantilda	adj	checkered; (lit.) many-squared	!		Luinyelle		0.8.09.1
mq	Linda	proper-name	Elf of Lindarin kindred				Ety/LIND.018	
q	Linda	proper-name	Singer				MR/349.2810	
eq	linda¹	adj	gentle, kind; soft				PME/054.3903	
mq	linda	adj	fair, beautiful (of sound)				Ety/LIND.014	
q	linda	adj	beautiful (of sound), sweet, melodious; soft, gentle, light				PE16/096.1101	
q	linda-	vb	*to sing, make music	#			Minor-Doc/1975-01-01.0902	
eq	linda²	adj	singing	#	1		LT1A/Gondolin.026-2	
q	Lindalambë	proper-name	Language of the Lindar				WJ/375.2607	
eq	lindele	n	music, song		1		LT1A/Lindelos.016	
mq	lindale	n	music				Ety/LIN².029	
q	lindalë	n	music				S/015.0101-2	
eq	lindelea	adj	melodious		1		LT1A/Lindelos.019	
nq	lindalëa	adj	melodious	^			LT1A/Lindelos.019	0.6.6
mq	Lindarin	proper-name	*of the Lindar				LR/193.2303	
q	Lindarin	proper-name	*of the Lindar				WJ/381.3804	
eq	linde	n						
eq	lin¹	n	melody, air, tune, musical voice		1		LT1A/Lindelos.002	
mq	linde¹	n	air, tune				Ety/GLIN.008	
q	lindë	n	singing, song, musical sound	#			Let/308.0212	
eq	lindea	adj	singing, like music, *musical				MC/216.0302-3	
nq	lindëa	adj	like music, *musical, ⚠️singing				MC/216.0302-3	0.6.6
eq	lindelin	n	melody, tune				QL/054.7001	
nq	lindelin	n	melody, tune				QL/054.7001	0.6.6
q	Lindelorendor	proper-name	Singing-dream-land				Let/448.3103	
eq	lindelokte	n	laburnum, (lit.) singing cluster		1		QL/054.7201	
nq	lindelos	n	laburnum, (lit.) singing cluster	^		Paul Strack	QL/054.7201	0.8.08
nq	lindië	n	euphony	!		Vyacheslav Stepanov		0.8.10.1
q	lindimaitar	n	composer, musician				PE17/163.0807	
q	Lindissë	fem-name	*Singer (f.)				UT/210.0505	
nq	lindista	n	music album	!		Vyacheslav Stepanov		0.8.03
eq	Lindo	masc-name					LT1I/Lindo.001	
eq	lindo	n	singer	#			LT1A/Tuilérë.024-2	
mq	lindo	n	singer, singing bird				Ety/LIN².013	
q	Lindónë	place-name	Lindon				WJ/385.2906	
nq	lindóra	adv	millions of, many millions	!		Tamas Ferencz		0.6.9
eq	lindórea	adj	singing at dawn (esp. of birds)				QL/054.7501	
q	Lindórië	fem-name					PMI/Lindórië.001	
mq	lindornea	adj	having many oaks				Ety/DÓRON.014	
eq	líne	n	thread, cotton				QL/053.4901	
mq	líne	n	cobweb				Ety/SLIG.011	
eq	líneneldora	adj	having many beeches				PME/053.9001	
eq	kinka-	vb	to hang (intr.)	†	1		QL/047.0401	
eq	kinkata-	vb	to hang (tr.)		1		QL/047.0501	
mq	linga-¹	vb	to hang, dangle				Ety/GLING.004	
q	lingi-	vb	[unglossed]		1			
q	linga-	vb	*to hang, dangle	*			PE18/093.0506	
eq	linga-	vb	to hum like the string of a harp				MC/216.1704	
mq	linga-²	vb	to ring, twang				PE22/103.0504	
q	lingë	n	musical sound				PE16/096.1702	
q	lingëa	adj	with a musical sound				PE16/096.0902-3	
nq	lingil	n	hanger, hook (for clothes)	!		Orondil		0.8.04
eq	ingwe	n	fish		1		PE16/145.5601	
eq	lingo	n	snake					
eq	lingwe	n	snake, worm		1		PE16/145.1701	
mq	lingwe	n	fish				Ety/LIW.005	
q	lingwë	n	fish	#			NM/336.3409	
eq	uindea	adj	fishlike					
eq	windea	adj	fishlike		1		QL/097.1101	
nq	lingwëa	adj	fishlike	!			QL/097.1101	0.6.6
eq	ingwil(in)	n	eel		1		PME/043.7206	
nq	lingwileuca	n	eel	!			PME/043.7206	0.6.6
eq	lingwilla	n	coil, spire				PME/054.3001	
eq	lingwin	n	serpent, dragon		1		PME/054.2904	
mq	lingwilóke	n	fish-dragon, sea-serpent				Ety/LOK.024	
