lang	lemma	speech	gloss	marker	deprecated	created_by	source	neo_version
en	hich-	vb	to vomit				PE13/162.9201	
g	hilmir	n	heir (m. or f.)		1		GL/49.2201	
g	hilm	n	posterity; one’s descendants, progeny, offspring		1		GL/49.2001	
g	hiltha	n	youth (more often masculine)		1		GL/49.1701	
g	hilming	n	inheritance, heritage		1		GL/49.2301	
en	Himling	place-name					LB/263.1005	
en	hin	prep	from				MC/217.1903	
en	hinar	adj	dark		1		MC/217.1705	
g	thuctha-	vb	to adhere to, cleave		1		GL/73.6801	
g	hiron	n	guardian, overseer, lord, master					
g	hiros	n	guardian, overseer, lord, master		1		GL/49.3901	
en	hîr	n	lord				PE13/121.0801	
g	hîr	n	care, anxiety; heed				GL/49.2701	
g	hiril	n	princess, †queen				GG/11.0606	
g	Golosbrindi	proper-name	Queen of the Forest	-			LT2/051.1306	
g	Hirilorn	place-name	Queen of Trees				LT2/018.3203	
en	Hirilorn	place-name	Beechen Queen				LB/202.2202	
g	hirilwen	n	anxiety				GL/49.3501	
g	hiriol	adj	anxious				GL/49.3401	
g	Hiros Vardion	masc-name					GL/56.4801	
g	hirtha-	vb	to care for, mind, tend; to care, reck, mind				GL/49.2901	
g	hirthol	adj	careful, attentive				GL/49.3301	
g	historical development	grammar					PE12/001.2101	
en	historical development	grammar					PE14/061.0501	
g	hista-	vb	to listen, hearken, listen to					
g	hitha-	vb	to listen, hearken, listen to		1		GL/49.4401	
g	Hithlum	place-name	*Misty-gloom				GL/20.1407	
en	Hithlum	place-name	Misty-gloom				LBI/Hisilómë.003	
g	huith	n	fog		1		GL/49.7501	
en	blaith	n	fog, gloomy mist		1		PE13/139.2001	
en	hiw	adj	rich		1		PE13/147.6901	
g	gobos	n	haven		1		GL/40.6201	
g	hautha-	vb	to lay, stretch out, lay flat on ground		1		GL/48.4201	
g	haugrin	adj	lowly, humble, mean		1		GL/48.4101	
g	hôm	n	ground, base, bottom, seabed		1		GL/48.0301	
g	ho(n)-	pref	grandson of				GL/49.4701	
g	horoth	adj	age, eld, oldness				GL/49.5701	
g	hortha-	vb	to grow old				GL/49.5601	
g	horweg	n	an ancient, old man				GL/49.5801	
g	Hôs	proper-name	Eld				GL/49.6001	
g	hosta-	vb	to gather, collect				GL/49.6701	
g	hoth	n	folk, people, †army				GG/09.0703	
en	hoth	n	host, folk				PE13/147.8408	
g	hothron	n	captain				GL/49.6601	
g	hû	n	dog				GL/27.7103	
en	Huan	masc-name					LBI/Huan.001	
en	fan(d)	n	dog		1		PE13/143.3301	
g	saur	n	hound, wild dog		1		GL/67.2901	
g	hugin	n	young pig				GL/50.0101	
g	huil	n	bitch, *female dog				GL/49.7101	
g	uil	n	hen		1		GL/74.6201	
en	hyriaith	n	gale					
en	huiriaith	n	gale		1		PE13/148.0101	
g	huitha-	vb	it is misty				GL/49.7601	
g	hum	adv	(right) down, (lit.) to bottom		1		GL/49.7801	
g	hum-	vb	to sleep, drowze		1		GL/49.8001	
g	hûm	n	sleep, slumber		1		GL/49.8401	
g	humiol	adj	sleepy, drowzy		1		GL/49.8101	
g	honn	n	heart		1		GL/49.5101	
en	lhonn	n	heart		1		PE13/147.8501	
g	hûn	n	bone		1		GL/49.8501	
g	hûn ar hû	phrase	between the dog and his bone				GL/49.8508	
g	hunc	n	pig				GL/49.9001	
g	huniol	adj	bony, rawboned		1		GL/49.8801	
g	Úrin	masc-name					LB/021.3003	
en	Húrin	masc-name	wrath				LB/021.3004	
g	hûs	n	crowd, heap, pile; very great number		1		GL/49.6801	
g	aurost	n	dawn					
g	haurost	n	dawn		1		GL/20.7103	
g	hyrost	n	*dawn		1		PE13/114.7601	
g	-r²	suf	dative suffix					
g	-i	suf	dative suffix				GG/10.1404	
g	i	article	the				GG/07.0401	
en	i	article	the				PE13/120.0301	
g	í	pron	indefinite indeclinable relative particle				GL/50.1301	
en	-iad	suf	comparative ending				PE13/125.0201	
g	cactha-	vb	to deride, mock, make fun of, laugh at		1		GL/24.7801	
g	gath¹	n	neck		1		GL/36.7601	
g	flan	n	scorn		1		GL/35.5101	
en	hai	n	scorn		1		PE13/146.9101	
g	flanthog	adj	scornful		1		GL/35.5301	
g	gôf	n	fruit (esp. of tree)		1		GL/38.1901	
g	gama-	vb	to call, shout to		1		GL/37.4901	
g	galt	n	yoke		1		GL/37.4801	
g	ilt(h)a-	vb	to yoke, join					
g	ilt-	vb	to yoke, join		1		GL/26.0604	
g	gada-	vb	to join, connect, unite		1		GL/36.6901	
g	gadu	adj	joined, connected		1		GL/36.8201	
g	-iant(ha)	suf	*superlative					
g	-onta	suf	superlative				GG/16.0306	
g	-iont(ha)	suf	*superlative				GL/32.1201-2	
en	-iant	suf	superlative ending				PE13/125.0202	
g	rantha	n	arch, bridge		1		GL/24.0806	
g	alch(ar)	n	shrine, temple					
g	alc(hor)	n	shrine, fane, temple		1		GL/18.9201	
en	alcor	n	temple	-	1		PE13/136.7401	
g	gorthin	n	fane, temple		1		GL/42.0101	
g	hôr	adj	old, aged, ancient		1		GL/49.5301	
g	gaust	n	corn, crop (espec. of cereal)		1		GL/38.1601	
g	gav-	vb	to produce, yield, bear fruit		1		GL/26.5501	
g	dodri·lassion	n	autumn, *(lit.) falling of leaves		1		GL/30.2501	
g	ivrin	adj	fertile		1		GL/38.1502	
g	i band cwention laithi	phrase	*the book of lost tales				GG/12.0505	
en	idanc	adj	masked, *not firm				PE13/156.4201	
g	ind(r)	adv	long, a long time					
g	idhr(a)	adv	long, a long time		1		GL/19.7805	
g	idra-	vb	to value, prize				GL/50.3601	
g	idhrin	collective-name	men, earth dwellers		1		GL/50.2301	
g	Idhru	place-name	the world				GL/50.2601	
g	Idhrubar	place-name	the world, all the regions inhabited by men				GL/50.3001	
g	idhruglin	n	the language of Men				GL/50.2201	
en	idir	n	no king				PE13/148.1501	
g	Idhril	fem-name	Mortal Maiden				GL/50.4501	
g	Idril	fem-name	Beloved				GG/11.0208	
g	idril	n	sweetheart		1		GL/50.4001	
g	-iel	suf	name suffix	#			GL/45.8601-2	
g	-il	suf	feminine agent					
g	-(r)il	suf	feminine agent	#			GL/18.1003-2	
g	Ilathon	masc-name	Lord for Always				GL/50.7701	
g	danoriol	adj	daily		1		GL/29.8801	
g	ilbar	n	heaven, the uttermost region beyond the world		1		GL/50.7801	
g	Ilbranteloth	place-name					GL/70.1901	
g	Ilcorthlim	collective-name					GL/28.6505	
g	Ilcorwaith	collective-name					GL/32.2802	
g	il(d)rim	n	unquiet, disturbance; disease				GL/50.6701	
g	Elfrin(iol)	masc-name	Littleheart	-			GL/32.5702	
g	Ilfrin	masc-name	Littleheart				GL/50.7001	
g	Elfrith	proper-name	Littleheart				GL/32.6302	
g	Ilfrith	masc-name	Dear Heart				GL/50.7201	
g	ilgiol	adj	barren		1		GL/50.6501	
g	ilgioth	n	sterility				GL/50.6601	
g	Ilon	masc-name	Ilúvatar, God				GL/50.7601	
g	ilon	n	sky		1		LT2A/Teld Quing Ilon.041	
g	ilrimog	adj	uneasy				GL/50.6801	
g	elta-	vb	to draw, tug, lug; to thrust, dig, poke (inward)	-	1		GL/32.6805	
g	ilta-	vb	to stick in, prod, prick		1		GL/51.0101	
g	Ilwint	place-name					GL/45.5707	
g	ilwi(n)	n	sky, heavens					
g	ilwint	n	sky, heavens; (lit.) face of god		1		GL/50.8401	
g	im	n	fairy				GL/32.3505	
en	Im	n	a royal elf (high-elf), fairy		1		PE13/148.2601	
g	im¹	pron	I				GL/53.8601	
g	Im(b)	masc-name					GL/39.1109	
g	Inweg	masc-name					GL/39.1104	
en	In(g)	masc-name					LBI/Ing.001	
g	Imbelca	place-name	Hell (house of Melko)				GL/51.2301	
g	enweg	n	name sake		1		GL/32.8201	
g	engriol	adj	vale like, of the vale		1		GL/32.9101	
g	im len	phrase	I have come or am come				GL/53.8701	
g	in	n	go, move, turn, occasion				GL/51.0901	
g	in-	pref	house of				GL/51.2101	
g	-in¹	suf	plural suffix				GG/10.1207	
g	fann	n	year		1		GL/34.1001	
g	lath	n	year		1		GL/53.1301	
g	inc	adj	little		1		GG/16.0911	
g	inn	n	house, abode					
g	ind	n	house, abode		1		GL/42.0103	
g	elf	n	heart		1		GL/32.5203	
g	ilf	n	heart		1		GL/49.5201	
g	Indamreg	proper-name					GL/29.8404	
g	Indor	masc-name					LBI/Indor.001	
g	innor	n	master (of house), lord					
g	indor	n	master (of house), lord		1		GL/51.1401	
g	Indorild	masc-name					PE13/103.0508	
g	innos	n	house, hall					
g	indos	n	house, hall		1		GL/51.1301	
g	idhraluin	adv	long ago					
g	in(d)raluin	adv	long ago		1		GL/51.4001	
g	in(d)wed	adj	indoors, at home; homely, domestic(ated)				GL/51.1601	
g	Ingulma(n)	place-name					GL/51.2701	
en	Ingwar	place-name	City of In				PE13/148.3801	
g	ineg	adj	small					
g	inig	adj	small		1		GL/51.4601	
g	inig bast no odog saith	phrase	*small bread then great hunger				GL/51.4806	
g	initial [l], [r] sometimes strengthened to [gl], [gr]	phonetic-rule					GG/07.2701	
en	initial [p] often became [h]	phonetic-rule						
en	initial [s] often became [h]	phonetic-rule						
g	initial [sj] became [x]	phonetic-rule						
g	initial [θ] sometimes became [f] before [l], [r], [w]	phonetic-rule						
g	initial [w] became [gw]	phonetic-rule						
en	initial [w], [j] became [gw], [dj]	phonetic-rule						
g	initial [x-] became [h-]	phonetic-rule						
g	initial [ŋgʷ] became [gʷ]	phonetic-rule						
g	initial nasals vanished before stops	phonetic-rule						
g	initial voiced spirants became stops	phonetic-rule					PE12/017.1101	
g	int²	adv	in home, to its house/its right place					
g	inna	adv	in home, to its house/its right place				GL/51.1801	
g	In(n)amreg	place-name					GL/51.2601	
g	inni	adv	home, at home, in right place				GL/51.2001	
g	int¹	n	way, path, track		1		GL/51.5901	
g	intervocalic [w] became [v]	phonetic-rule						
g	gintha-	vb	to join to (intr.), add, increase, add to					
g	intha-¹	vb	to join to (intr.), add, increase, add to		1		GL/37.7105	
g	intha-²	vb	to go (indefinite), fare, proceed				GL/18.0301	
g	Inthanfog	place-name	Hell				GL/51.2801	
g	Inthavros	place-name	Forest Palace of Tavros				GL/51.3001	
g	inthi	adv	less				GL/18.0205	
g	-inthir	suf	diminutive		1		GG/16.0402	
g	gwinwed	adj	female		1		GL/45.8701	
g	gwineth	adj	female		1		PE13/118.0602	
g	gwinios	n	womanhood (time or state)		1		GL/45.8401	
g	gwiniol	adj	feminine		1		GL/45.8501	
g	inweg	n	*fairy (male)		1		GL/51.0701	
g	inwin	n	*fairy (female)		1		GL/51.0703	
g	Gim Githil	masc-name					LBI/Gim Githil.001	
g	Githil	masc-name					GL/39.1001	
g	Inwithiel	masc-name					GL/39.1007	
g	-iof	suf	-bearing				GL/38.1304	
g	-(i)on	suf	adjectival suffix	#			GL/17.7801-2	
g	bon-	pref	son of					
g	gon-	pref	son of					
g	go-²	pref	son of		1		GL/40.5801	
g	bo-	pref	son of		1		GL/23.5007	
g	bo(n)	n	son		1		GL/23.4901	
en	gó	n	son		1		PE13/144.8701	
g	Ior	masc-name					GL/51.7901	
g	ior	n	eagle	†	1		GL/51.8101	
g	Ioringli	masc-name	Earendel				GL/51.8601	
g	ioroth	n	eagle		1		GL/51.8301	
g	Iorothram	proper-name	Eaglepinion				GL/51.8401	
g	ir	prep	dative and allative				GG/09.2204	
g	erw	adv	only		1		GL/33.0601	
g	îr-	vb	to be willing; to will, intend to, mean to				GL/46.1806	
en	girdh	n	entrails, bowels, inwards		1		PE13/144.3301	
g	irm	n	a wish, intention, resolve				GL/52.0301	
g	irn	adj	desired, wished for				GL/52.0401	
g	irt	n	beak (of small birds)		1		GL/52.0601	
g	irtha	pron	her				GG/11.0406	
g	irtha-	vb	to peck				GL/52.0701	
g	irthod	n	intent, intention, will				GL/46.1801-2	
g	irthol	adj	intentional				GL/52.0201	
g	Isbaroth	collective-name	Creatures of the Earth				GL/50.2602	
g	ist	n	feeling, sensation; notion				GL/52.1101	
g	ista-	vb	to know, be aware, perceive, feel				GL/18.6605	
g	sana-	vb	can; to know how to; to have knowledge, craft or skill		1		GL/67.0601	
en	gist-	vb	to know		1		PE13/144.3901	
en	isteth	?	[unglossed]				PE13/148.4001	
g	ith¹	n	fine snow		1		GL/52.1201	
g	itheg	n	anything					
g	ith²	n	anything				GL/52.1401	
g	Sil	n	Rose of Silpion, Moon		1		GL/67.6001	
g	Thilim	n	*Moon					
g	Silma	n	*Moon		1		GL/33.6502	
g	ithog	adj	any				GL/52.1501	
g	ithriol	adj	of any kind					
g	ithrin	adj	of any kind				GL/52.1701	
g	ithwin	n	anyone (f.)					
g	ithweg	n	anyone				GL/52.1601	
g	ivongod	n	walnut					
g	ivangod	n	walnut				GL/52.2201	
g	Ivon	fem-name					GL/18.5801	
en	Ivon	fem-name					PE13/148.4301	
g	ivogodron	n	walnut tree				GL/52.2205	
en	Ivrin	place-name					LBI/Ivrin.001	
en	i weg mór	phrase	the good man				PE13/124.13125	
en	i weg mor agos	phrase	the very good man				PE13/124.1512	
g	i gwentin bandrath	phrase	*the lost tales	-			GG/11.3608	
g	i·band a·gwentin laithi	phrase	*the book of lost tales				GG/11.2306	
g	i·Band-gulwim	proper-name		-			GL/63.5905	
g	i·bridwen a·vridwen	phrase	poetic justice, (lit.) the judgement of fate				GL/64.5003	
g	i·Chorweg a·Vai	phrase	the Ancient one of Vai				GL/43.1606	
g	i·fast·a·mabion	phrase	washing of hands [before meat]				GL/34.3006	
g	i·fesc ar i·dusc	phrase	a red rag to a bull, (i.e.) the irritating to the irritable				GL/34.8904	
g	i·glin grandin a·Dol Erethrin Airi	phrase	*the fair towns of Holy Lonely Isle				PE13/093.1500	
g	i·Lam na·Ngoldathon “Goldogrin” di Sacthoðrin	phrase	*the Language of the Gnomes ‘Goldogrin’ [translated] into (Old) English				GG/07.0101	
g	i·lam na·Nguilt	phrase	*the language of the Gnomes				PE13/117.1401	
en	i·mab buig	phrase	the clean hand				PE13/124.2201	
en	i·maib fuig(ir)	phrase	the clean hands				PE13/124.2207	
en	i·ngwaig nuilch	phrase	*the stout men				PE13/124.2307	
g	i·Vrada ’Loriol	proper-name	Golden Wain				GL/23.9105	
g	i·vrog na cuid arog	phrase	the horse is a swift animal				GG/09.1207	
g	i·walt na Vanion	phrase	the luck of the Valar				GL/44.0901	
g	i·waneth na·dalwint gloss an Idril	phrase	the beauty of the white feet of Idril				GG/11.0202	
en	i·weg dholch	phrase	the stout man				PE13/124.2301	
g	i·weg fof	phrase	*man is a fool				GG/09.1401	
g	i·weg na an fofrin	phrase	man is a foolish creature				GG/09.1306	
g	i·winin na gwandron	phrase	women are beautiful				GG/09.1604	
g	k-series	phonetic-group						
g	kw-series	phonetic-group						
g	lâ	n	space, room, place		1		GL/52.7801	
g	-la¹	suf	verbal suffix	#			GL/24.2001-2	
g	-la²	suf	noun suffix	#			GL/24.3501-2	
g	laboth	n	a hare				GL/52.2801	
g	labra	adj	loose, lax; flapping; weak				GL/52.2901	
en	lhacha	n	flame		1		PE13/148.4601	
g	lactha-	vb	(tr.) gather together, collect, amass		1		GL/39.6802	
g	lad	n	a level, a flat; fair dealing				GL/52.3501	
g	lenu-	vb	to stretch, extend in length, trail; ?to approach	-	1		GL/32.6905	
g	lôda-	vb	to smooth out, stroke, caress, soothe, beguile					
g	lada-	vb	to smooth out, stroke, caress, soothe, beguile		1		GL/52.4101	
g	ladin	adj	level, smooth; fair, equitable		1		GL/52.3301	
en	lhaden	adj	flat, smooth				PE13/148.5101	
g	ladog	n	tin				GL/38.6205	
g	ladwen	n	levelness, flatness; plain, heath; plane; surface				GL/52.3701	
en	ladwen	n	plain		1		LB/149.0605	
en	lhî	n	many, a number		1		PE13/148.8301	
g	lauthra-	vb	to refresh; to revive (intr.)		1		GL/53.2801	
g	laib	adj	green		1		GL/39.2504	
en	lhaiw	adj	green		1		PE13/148.6101	
g	leg	adj	keen, sharp, piercing					
g	(g)leg	adj	keen, sharp, piercing		1		GL/39.5701	
en	lhaig	adj	sharp		1		PE13/148.5901	
g	laigos	n	verdure, greenness		1		GL/52.5101	
en	aust	n	summer					
g	aust	n	summer		1		GL/20.8401	
g	ost²	n	summer		1		GL/63.3501	
en	awest	n	summer		1		PE13/137.7801	
g	laus	n adj	juice, sap; energy, vitality; (aj.) fresh		1		GL/53.2601	
g	brageth	n	freshness		1		GL/23.9401	
g	lag-	vb	to gather up, pick up, get		1		GL/52.4301	
g	laibrin	adj	green, fresh, youthful		1		GL/52.4901	
g	glis	adj	sweet		1		GL/39.9101	
g	glisc	adj	fond of sweets; fond of saying sweet or flattering things, suave, flattering		1		GL/40.0101	
en	tyth	adj	sweet (to the taste)		1		PE13/155.0701	
g	lais	n	green sward, glade		1		GL/53.4101	
g	laith¹	n	time, the course of time; (properly) lapse		1		GL/45.8201-2	
g	laith²	adj	*lost	#			GG/11.2310	
g	laithra	adj	dead and gone, over, former, of yore, forgotten				GL/52.5701	
g	cancha-	vb	to laugh					
g	cacha-	vb	to laugh		1		GL/24.7601	
g	canc	n	laughter, mirth, merriment		1		GL/24.7401	
g	cagrin	adj	funny, amusing		1		GL/24.7101	
g	lalmir	n	elm tree		1		GL/52.6601	
g	lam	n	tongue, speech				GG/09.0301	
en	lham(b)	n	tongue				PE13/120.3311	
g	Lam Eglathon	proper-name					LT2A/Eglamar.046	
g	lam ’lisc	phrase	*flattering tongue				GL/40.0205	
en	Lam na·NGoluith	phrase					PE13/120.0101	
g	gwidhin	n	woof		1		GL/46.6301	
g	gwist	n	weft		1		GL/46.6701	
g	lann	adj n	broad					
g	land	adj n	broad				GL/52.7601	
en	lhann	adj n	broad				PE13/142.8101	
g	cwerc	n	throat		1		GL/28.6901	
en	gara	n	throat		1		PE13/144.0801	
g	lang-	vb	to blare, clang, ring				GL/52.8001	
g	Langon	masc-name					LT1I/Langon.001	
g	langon	n	great bell		1		GL/52.8201	
g	âch	n	waterfall					
g	acha	n	waterfall		1		GL/17.3501	
en	ach	n	waterfall		1		PE13/136.0501	
g	gwingli	n	loom		1		GL/46.6401	
g	laf	n	loose-end, end of rope, hem of robe				GL/52.3101	
g	laptha-	vb	to relax, loosen				GL/52.3001	
g	las-	vb	to look at, glance at				GL/53.0301	
g	lasgweloth	n	leaf-fading, autumn		1		GL/28.5701	
g	lass	n	leaf; petal				GL/27.2501-2	
en	lhas	n	leaf				PE13/148.7201	
g	gimli	n	(sense of) hearing		1		GL/38.8901	
g	last	n	look, glance, flash of the eye		1		GL/53.0101	
g	lasta-	vb	blink, wink				GL/53.0401	
g	hist	n	listening, attention		1		GL/49.4501	
g	gimriol	adj	audible, noticeable		1		GL/38.9001	
g	hith	interj	listen! hark!		1		GL/49.4301	
en	[ei] became [ai] or [ui]	phonetic-rule						
g	later [ei] became [ai]	phonetic-rule						
g	laim	n	thong, rope		1		GL/52.5301	
g	laub	n	shirt				GL/53.1601	
g	laud	n	flood; high tide; tide, motion of the sea				GL/41.1001-2	
g	laug	adj	(of plants) alive, having sap, green, vigorous		1		GL/53.2401	
g	laur	adj	threatening, foreboding, darkling				GL/53.2101	
en	laus	?	[unglossed]				PE15/64.0702	
g	lauth	n	a plant, herb		1		GL/53.2301	
g	lav-	vb	to lick				GL/53.2901	
g	cuid	n	animal, living creature		1		GG/09.1210	
en	lafn	n	*animal		1		PE14/070.2512	
g	lavra-	vb	to lap (of animals), suck up				GL/53.3201	
g	leb-	vb	to pick, pluck, take or feel or touch with fingers, cull				GL/53.3401	
g	elf(in)	cardinal	five		1		GL/32.5201	
en	leme	cardinal	*five	-	1		PE13/128.3309	
g	leptha	n	finger		1		GG/13.1702	
en	lhê	n	finger		1		PE13/148.7701	
g	lepthindros	adj	fingered, of fingers					
g	lepthadrin	adj	fingered, of fingers		1		GL/53.5301	
g	lemp¹	n	crooked finger; little finger		1		GL/53.4601	
g	lech¹	adj	smooth, slippery		1		GL/53.3601	
g	lech²	n	smooth place; slide				GL/53.3701	
g	Legolast	masc-name	Keen-sight				LT1A/Tári-Laisi.070	
g	faithir	n	liberator, Saviour		1		GL/33.7301	
g	faidwen	n	freedom		1		GL/33.6801	
en	leithia-	vb	to release				LB/154.2008	
en	leithian	n	release from bondage				LB/107.0506	
g	lemfadrin	adj n	of the finger; ring		1		GL/53.5601	
g	lemfin	adj	halved, in half				GL/53.6101	
g	lempa-	vb	to beckon, crook the finger		1		GL/53.4801	
g	lempachùn	n	wishbone				GL/53.5101	
g	len¹	adv	wherewith, far, long, away	-	1		GL/53.6301	
g	lenc	adj adv	far, distant		1		GL/39.5901	
g	lenchos	n	distance		1		GL/53.7101	
g	lin-	vb	to sound (intr.)		1		GL/39.7306	
g	brumla-	vb	to make a noise					
g	rumla-	vb	to make a noise		1		GL/66.3701	
g	lent	adv	near, close to, up by, along side of; (c. dat.) at, towards, up to side of; therewith, with it, withal		1		GL/53.7201	
g	lenwin	n	‘arrival’, a stranger (fem.)					
g	lenweg	n	‘arrival’, a stranger		1		GL/53.7601	
g	lest	n	gathering, assembly, concourse, moot		1		GL/44.2101-2	
g	glesta-	vb	to gather	-	1		GL/39.6701	
g	golesta-	vb	to gather (intr.)		1		GL/44.2301	
g	lesta-	vb	to gather, assemble, meet (intr.)		1		GL/44.2301-2	
g	leth	adv	therewith, with it, withal	-			GL/53.9201	
g	lethrin	adj	slippery, peril(o)us				GL/53.3901	
en	leus	?	[unglossed]				PE15/64.0902	
g	lim²	n	sheaf, bundle		1		GL/52.5305	
g	terch	n	worm					
g	tereg	n	worm		1		GL/70.3801	
en	lhiw	n	worm		1		PE13/149.2801	
g	thlib-	vb	to sup, lap up, suck		1		GL/73.1701	
en	lamthanc	n	snake, *(lit.) forked tongue		1		PE13/154.0805	
g	gima-	vb	to hear		1		GL/38.8701	
g	lind	n	twine		1		GL/54.2401	
g	unc²	n	ear, handle (of a jar)		1		GL/75.1101	
g	thlid-	vb	to sort out, sift, sieve, discriminate		1		GL/73.2101	
g	thlid	n	sieve		1		GL/73.2001	
en	lhif-	vb	to drink		1		PE13/148.9301	
g	nig-	vb	to steal, creep, do or go by stealth		1		GL/60.3801	
en	lhinc	n	ice				PE13/149.1901	
g	thlind	adj	fine, slender				GL/73.2701	
g	glent	n	thinness					
g	glenweth	n	thinness		1		GL/39.6401	
g	lô	n	pool, lake				GL/54.5301	
g	fem	n	venom (of snakes), poison in general		1		GL/34.8201	
g	fenwed	adj	venomous					
g	fenog	adj	venomous		1		GL/34.8301	
g	cwithri	n	whisper		1		GL/29.0701	
g	rui	n	whisper		1		GL/66.3301	
g	cwithra-	vb	to murmur, whisper					
g	cwitha-	vb	to murmur, whisper		1		GL/29.0401	
g	ruitha-	vb	to whisper, rustle		1		GL/66.3401	
en	pis-	vb	to whisper		1		PE13/152.2401	
en	luaith	?	[unglossed]					
en	lhuaith	?	[unglossed]				PE13/149.4201	
g	ulug¹	n	dragon		1		GL/74.7901	
g	lûg	n	snake		1		GL/34.8501-2	
en	lhuv-	vb	to wash		1		PE13/132.1101	
g	-li	suf	noun suffix	#			GL/24.2101-2	
g	lî	n	folk, many people, ‘they’, a crowd of folk				GL/54.0401	
g	lieg	n	the folk, the citizens		1		GL/54.1301	
en	lhai	n	folk, host, people		1		PE13/148.5501	
g	libli	n	small glass; small drop		1		GL/54.1601	
g	lieglest	n	a folk moot		1		GL/44.2105	
g	grind	n	ankle, wrist					
g	grinn	n	ankle, wrist		1		GL/42.4301	
g	nith	n	wax		1		GL/60.0901	
g	nitha	n	a candle		1		GL/60.8501	
g	nithla	n	candlestick		1		GL/60.8701	
g	lillir	n	a song, lullaby				GL/54.3901	
g	lalt	n	dance		1		GL/52.7101	
g	laltha-	vb	to dance		1		GL/52.7201	
en	lim	n	water		1		PE13/123.2001	
g	ing	n	fish		1		GL/51.4401	
g	lint	adj	quick, agile, nimble, light		1		GL/54.3601	
g	limfelis	n	drink of the fairies					
g	limp(elis)	n	drink of the fairies		1		GL/54.1801	
g	limfa	n	drink of the fairies		1		GL/54.1905	
g	glib¹	n	drop of water		1		GL/39.6901	
g	lib	n	drop, gout		1		GL/39.6905	
en	limig	n	drop of water				PE13/124.0501	
g	igli	n	young of fish, small fry		1		GL/51.4501	
g	glaib	adj	dripping wet		1		GL/39.2501	
en	lhim(p)	adj	wet				PE13/149.1601	
g	lin	n	sound				LT1A/Lindelos.188	
en	lhuin	n	pool		1		PE13/149.5201	
g	lingwir	n	dragon		1		GL/54.3501	
g	gling	n	music		1		GL/39.7601	
g	glingrin	adj	musical		1		GL/39.7701	
g	lintha-	vb	to sound (tr.), strike or ring bell, play an instrument		1		GL/54.2801	
g	linthanin	n	playing or music of instruments				GL/54.3001	
g	-liont	suf	*tendril				GL/54.2405	
g	Liriluith	proper-name		‽			PE15/08.1501	
g	liscaloth	adj	reedy, reed grown				GL/54.4201	
g	lisc	n	reed, sedge		1			
g	lisg	n	reed, sedge				GL/54.4301	
en	lhesg	n	sedge		1		PE13/148.8101	
g	Garlisgion	place-name	Place of Reeds				GL/67.8906	
g	list	n	grace, favour, kindness				GL/54.4401	
g	lista-	vb	to bless		1		GL/54.4501	
g	thith	n	dust		1		GL/39.9006	
en	lhith	n	dust		1		PE13/149.2601	
g	lith-	vb	to go, depart, be over, finish, end, die		1		GL/54.3607	
g	laith(r)a-	vb	to let slip, lose, mislay, forget; (intr.) to be lost		1		GL/52.5901	
g	lithin	adj	bygone, ended				GL/52.5702	
g	lithra-	vb	to cease speaking, become silent				GL/54.5001	
g	lib-	vb	to drip		1		GL/54.1501	
g	lob-	vb	to run, gallop (of animals)				GL/54.5401	
g	lobros	n	steed, horse		1		GL/54.5501	
g	lobrob	n	gallop; sound of horse’s feet				GL/54.5601	
g	glonta-	vb	to swallow, gulp, devour	-			GL/40.0801	
g	loda-	vb	to swallow, gulp down				GL/40.0706	
g	lud-	vb	to flow, stream, float		1		GL/55.1601	
en	lhid-	vb	to float, sail		1		PE13/148.8901	
g	loctha	n	twist, tendril, spiral, coil		1		GL/54.6901	
g	loctha-	vb	to curl (tr.), bend, wind, twine, tie knot, tangle		1		GL/54.6401	
g	log-	vb	to curl (intr.), bend (intr.), wind (twine round anything), twine		1		GL/54.6001	
g	hal(a)-	vb	to drag, draw, pull		1		GL/47.8001	
g	halcha-	vb	to drag on ground (roughly)		1		GL/47.8501	
g	lôg	n	fuel, firewood		1		GL/52.4501	
g	camba-	vb	to stoop, cower					
g	cav-	vb	to bend, make stoop	-	1		GL/25.2201	
g	cavra-	vb	to stoop, cower		1		GL/25.6701	
g	cam(m)a-	vb	to stoop, bend, bow, cower; to submit		1		GL/25.2001	
g	logrin	adj	curled, curly		1		GL/54.7101	
g	logrifindel	adj	curly haired					
g	logrifidhrin	adj	curly haired				GL/54.7201	
g	gwedhweg	adj	meandering, twisting, winding; intricate		1		GL/46.7401	
en	darw	adj	tired, weary		1		PE13/142.0601	
g	Lomendánar	collective-name	Days of Gloaming				LT1/079.1501	
g	lomiol	adj	dismal		1		GL/54.7701	
g	lonc	n	curl				GL/54.7001	
g	long voiceless spirants shortened	phonetic-rule						
g	long-vowels	phonetic-group					GG/14.1601	
g	lor-	vb	to sleep deep, dream (tr.)				GL/54.7801	
g	Lûrien	place-name					GL/18.4902	
g	lortha-	vb	to put to sleep, send to sleep				GL/54.8001	
g	lorwen	n	slumber, sleep		1		GL/54.8301	
g	losbas	n	ryebread				GL/54.8601	
g	losg	n	rye					
g	losc	n	rye				GL/54.8501	
g	Losgar	place-name					GL/52.6904	
g	Gar Lossion	place-name	Place of Flowers				LRI/Gar Lossion.001	
g	Los’lóriol	proper-name	Golden Flower				LT2/216.1505	
g	glui	n	snow		1		GL/40.3201	
g	loss	n	blossom, bloom					
g	lost	n	blossom, bloom		1		GL/52.9007	
g	luitha-	vb	to bloom, blossom		1		GL/55.0801	
